SOLVER_HANDLE,PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_LVL,HASH_ID
shyou1119,10216,Count Circle Groups,graph ds traversal geom dsu,12,10216
shyou1119,10250,ACM 호텔,math impl arithmetic,3,10250
shyou1119,10254,고속도로,geom convex_hull rotating_calipers,19,10254
shyou1119,10430,나머지,impl arithmetic math,1,10430
shyou1119,10718,We love kriii,impl,1,10718
shyou1119,10757,큰 수 A+B,impl arbitrary_precision_/_big_integers arithmetic math,1,10757
shyou1119,10773,제로,impl ds stack,7,10773
shyou1119,10807,개수 세기,impl,1,10807
shyou1119,10809,알파벳 찾기,impl string,4,10809
shyou1119,10810,공 넣기,impl simulation,3,10810
shyou1119,10811,바구니 뒤집기,impl simulation,4,10811
shyou1119,10813,공 바꾸기,impl simulation,4,10813
shyou1119,10814,나이순 정렬,sorting set,6,10814
shyou1119,10815,숫자 카드,ds sorting binary_search set hashset,6,10815
shyou1119,10816,숫자 카드 2,ds sorting binary_search hashset,7,10816
shyou1119,10817,세 수,impl sorting,2,10817
shyou1119,10818,"최소, 최대",math impl,3,10818
shyou1119,10828,스택,impl ds stack,7,10828
shyou1119,10844,쉬운 계단 수,dp,10,10844
shyou1119,10845,큐,ds queue,7,10845
shyou1119,10868,최솟값,segtree sparse_table ds,15,10868
shyou1119,10869,사칙연산,impl arithmetic math,1,10869
shyou1119,10870,피보나치 수 5,math impl,4,10870
shyou1119,10871,X보다 작은 수,impl,1,10871
shyou1119,10872,팩토리얼,math impl,3,10872
shyou1119,10926,??!,impl,1,10926
shyou1119,10942,팰린드롬?,dp,12,10942
shyou1119,10950,A+B - 3,impl arithmetic math,1,10950
shyou1119,10951,A+B - 4,impl arithmetic math,1,10951
shyou1119,10952,A+B - 5,impl arithmetic math,1,10952
shyou1119,10989,수 정렬하기 3,sorting,5,10989
shyou1119,10998,A×B,impl arithmetic math,1,10998
shyou1119,11021,A+B - 7,impl arithmetic math,1,11021
shyou1119,11022,A+B - 8,impl arithmetic math,1,11022
shyou1119,11047,동전 0,greedy,7,11047
shyou1119,11049,행렬 곱셈 순서,dp,13,11049
shyou1119,11050,이항 계수 1,math impl combinatorics,5,11050
shyou1119,11053,가장 긴 증가하는 부분 수열,dp lis,9,11053
shyou1119,11054,가장 긴 바이토닉 부분 수열,dp,12,11054
shyou1119,11279,최대 힙,ds priority_queue,9,11279
shyou1119,11286,절댓값 힙,ds priority_queue,10,11286
shyou1119,11382,꼬마 정민,impl arithmetic math,1,11382
shyou1119,11399,ATM,greedy sorting,7,11399
shyou1119,11401,이항 계수 3,math number_theory combinatorics exponentiation_by_squaring modular_multiplicative_inverse fermat's_little_thm,15,11401
shyou1119,11403,경로 찾기,graph traversal shortest_path floyd–warshall,10,11403
shyou1119,11404,플로이드,graph shortest_path floyd–warshall,12,11404
shyou1119,11437,LCA,graph tree lca,13,11437
shyou1119,11438,LCA 2,ds tree lca sparse_table,16,11438
shyou1119,11442,홀수번째 피보나치 수의 합,math exponentiation_by_squaring,14,11442
shyou1119,11505,구간 곱 구하기,segtree ds,15,11505
shyou1119,11559,Puyo Puyo,impl graph traversal simulation bfs,12,11559
shyou1119,11585,속타는 저녁 메뉴,string kmp,16,11585
shyou1119,11650,좌표 정렬하기,sorting,6,11650
shyou1119,11654,아스키 코드,impl,1,11654
shyou1119,11657,타임머신,graph shortest_path bellman-ford,12,11657
shyou1119,11659,구간 합 구하기 4,prefix_sum,8,11659
shyou1119,11660,구간 합 구하기 5,dp prefix_sum,10,11660
shyou1119,11662,민호와 강호,math geom ternary_search,12,11662
shyou1119,11664,선분과 점,math geom 3d ternary_search,12,11664
shyou1119,11720,숫자의 합,impl math string,2,11720
shyou1119,11723,집합,impl set bitmask,6,11723
shyou1119,11724,연결 요소의 개수,graph traversal bfs dfs,9,11724
shyou1119,11725,트리의 부모 찾기,graph traversal tree bfs dfs,9,11725
shyou1119,11726,2×n 타일링,dp,8,11726
shyou1119,11727,2×n 타일링 2,dp,8,11727
shyou1119,11758,CCW,geom,11,11758
shyou1119,11779,최소비용 구하기 2,graph shortest_path dijkstra's traceback,13,11779
shyou1119,11866,요세푸스 문제 0,impl ds queue,7,11866
shyou1119,12015,가장 긴 증가하는 부분 수열 2,binary_search lis,14,12015
shyou1119,12764,싸지방에 간 준하,impl ds greedy set simulation priority_queue,13,12764
shyou1119,12781,PIZZA ALVOLOC,geom line_segment_intersection_check,13,12781
shyou1119,12850,본대 산책2,math graph exponentiation_by_squaring,16,12850
shyou1119,12852,1로 만들기 2,dp graph traversal traceback,10,12852
shyou1119,12865,평범한 배낭,dp knapsack,11,12865
shyou1119,13144,List of Unique Numbers,two-pointer,12,13144
shyou1119,13244,Tree,graph ds traversal tree dfs dsu,12,13244
shyou1119,13305,주유소,greedy,8,13305
shyou1119,13334,철로,ds sorting sweeping priority_queue,14,13334
shyou1119,13460,구슬 탈출 2,impl graph traversal simulation bfs,15,13460
shyou1119,13904,과제,ds greedy sorting priority_queue,13,13904
shyou1119,14289,본대 산책 3,math graph exponentiation_by_squaring,15,14289
shyou1119,14428,수열과 쿼리 16,segtree ds,15,14428
shyou1119,14500,테트로미노,impl bruteforce,12,14500
shyou1119,14502,연구소,impl graph bruteforce traversal bfs grid_graph,12,14502
shyou1119,14681,사분면 고르기,impl geom,1,14681
shyou1119,14725,개미굴,ds string tree set trie,13,14725
shyou1119,14916,거스름돈,math dp greedy,6,14916
shyou1119,14940,쉬운 최단거리,graph traversal bfs grid_graph,10,14940
shyou1119,14950,정복자,graph mst,12,14950
shyou1119,15552,빠른 A+B,impl arithmetic math,2,15552
shyou1119,15596,정수 N개의 합,math impl arithmetic,4,15596
shyou1119,15650,N과 M (2),backtrack,8,15650
shyou1119,15652,N과 M (4),backtrack,8,15652
shyou1119,15654,N과 M (5),backtrack,8,15654
shyou1119,15663,N과 M (9),backtrack,9,15663
shyou1119,15666,N과 M (12),backtrack,9,15666
shyou1119,15681,트리와 쿼리,dp graph traversal tree dfs tree_dp,11,15681
shyou1119,15686,치킨 배달,impl bruteforce backtrack,11,15686
shyou1119,15829,Hashing,impl string hash,4,15829
shyou1119,15973,두 박스,math geom case_work,10,15973
shyou1119,15997,승부 예측,bruteforce impl math probability,13,15997
shyou1119,16118,달빛 여우,graph shortest_path dijkstra's,15,16118
shyou1119,16236,아기 상어,impl graph traversal simulation bfs,13,16236
shyou1119,16566,카드 게임,ds binary_search dsu,16,16566
shyou1119,16724,피리 부는 사나이,graph ds traversal dfs dsu grid_graph,13,16724
shyou1119,16920,확장 게임,graph traversal bfs,14,16920
shyou1119,16927,배열 돌리기 2,impl,11,16927
shyou1119,16928,뱀과 사다리 게임,graph traversal bfs,11,16928
shyou1119,16929,Two Dots,graph traversal dfs,12,16929
shyou1119,16931,겉넓이 구하기,impl geom 3d,9,16931
shyou1119,16938,캠프 준비,bruteforce bitmask backtrack,11,16938
shyou1119,16946,벽 부수고 이동하기 4,graph traversal bfs dfs,14,16946
shyou1119,16953,A → B,graph greedy traversal bfs,9,16953
shyou1119,16957,체스판 위의 공,dp graph ds traversal dsu grid_graph,13,16957
shyou1119,16958,텔레포트,graph bruteforce geom shortest_path floyd–warshall,12,16958
shyou1119,17141,연구소 2,graph bruteforce traversal bfs grid_graph,12,17141
shyou1119,17144,미세먼지 안녕!,impl simulation,12,17144
shyou1119,17219,비밀번호 찾기,ds set hashset,7,17219
shyou1119,17387,선분 교차 2,geom case_work line_segment_intersection_check,14,17387
shyou1119,17404,RGB거리 2,dp,12,17404
shyou1119,17406,배열 돌리기 4,impl bruteforce backtrack,12,17406
shyou1119,17472,다리 만들기 2,impl graph bruteforce traversal bfs dfs mst,15,17472
shyou1119,17478,재귀함수가 뭔가요?,impl recursion,6,17478
shyou1119,17626,Four Squares,dp bruteforce,8,17626
shyou1119,18108,1998년생인 내가 태국에서는 2541년생?!,math arithmetic,1,18108
shyou1119,18111,마인크래프트,impl bruteforce,9,18111
shyou1119,18223,민준이와 마산 그리고 건우,graph shortest_path dijkstra's,12,18223
shyou1119,18291,비요뜨의 징검다리 건너기,math combinatorics exponentiation_by_squaring,11,18291
shyou1119,18808,스티커 붙이기,impl bruteforce simulation,13,18808
shyou1119,18870,좌표 압축,sorting compression,9,18870
shyou1119,20040,사이클 게임,ds dsu,12,20040
shyou1119,20303,할로윈의 양아치,dp graph ds traversal dsu knapsack,14,20303
shyou1119,21736,헌내기는 친구가 필요해,graph traversal bfs dfs grid_graph,9,21736
shyou1119,22862,가장 긴 짝수 연속한 부분 수열 (large),two-pointer,11,22862
shyou1119,22942,데이터 체커,ds sorting geom sweeping stack,12,22942
shyou1119,24416,알고리즘 수업 - 피보나치 수 1,math dp,5,24416
shyou1119,25083,새싹,impl,1,25083
shyou1119,25195,Yes or yes,graph traversal bfs dfs,12,25195
shyou1119,25308,방사형 그래프,bruteforce geom,12,25308
shyou1119,27446,랩실에서 잘 자요,dp greedy,8,27446
shyou1119,27866,문자와 문자열,impl string,1,27866
shyou1119,28037,3차원 좌표변환,math geom 3d,13,28037
shyou1119,29751,삼각형,math geom arithmetic,1,29751
shyou1119,29791,에르다 노바와 오리진 스킬,impl sorting,7,29791
shyou1119,30802,웰컴 키트,math impl arithmetic,3,30802
shyou1119,30804,과일 탕후루,impl bruteforce two-pointer,9,30804
shsong,1000,A+B,impl arithmetic math,1,1000
shsong,1001,A-B,impl arithmetic math,1,1001
shsong,1002,터렛,math geom case_work,8,1002
shsong,1008,A/B,impl arithmetic math,1,1008
shsong,1010,다리 놓기,math dp combinatorics,6,1010
shsong,1012,유기농 배추,graph traversal bfs dfs grid_graph ff,9,1012
shsong,1016,제곱 ㄴㄴ 수,math number_theory primality_test eratosthenes,15,1016
shsong,1018,체스판 다시 칠하기,impl bruteforce,7,1018
shsong,1019,책 페이지,math impl,16,1019
shsong,1021,회전하는 큐,ds deque,8,1021
shsong,1025,제곱수 찾기,bruteforce,11,1025
shsong,1026,보물,math greedy sorting,7,1026
shsong,1027,고층 건물,math bruteforce geom,12,1027
shsong,1034,램프,bruteforce ad-hoc parity,12,1034
shsong,1037,약수,math number_theory,5,1037
shsong,1038,감소하는 수,bruteforce backtrack,11,1038
shsong,1041,주사위,math impl greedy,11,1041
shsong,1043,거짓말,graph ds traversal dsu,12,1043
shsong,1065,한수,math bruteforce,7,1065
shsong,1069,집으로,ad-hoc geom case_work,13,1069
shsong,1074,Z,d&c recursion,11,1074
shsong,1075,나누기,math bruteforce,4,1075
shsong,1076,저항,impl,4,1076
shsong,1085,직사각형에서 탈출,math geom,3,1085
shsong,1094,막대기,math bitmask,6,1094
shsong,1100,하얀 칸,impl string,4,1100
shsong,1105,팔,math greedy,10,1105
shsong,1106,호텔,dp knapsack,12,1106
shsong,1107,리모컨,bruteforce,12,1107
shsong,1110,더하기 사이클,math impl,5,1110
shsong,1111,IQ Test,math impl bruteforce case_work,13,1111
shsong,1138,한 줄로 서기,impl greedy,9,1138
shsong,1149,RGB거리,dp,10,1149
shsong,1152,단어의 개수,impl string,4,1152
shsong,1153,네 개의 소수,math number_theory primality_test eratosthenes,13,1153
shsong,1157,단어 공부,impl string,5,1157
shsong,1159,농구 경기,impl string,4,1159
shsong,1173,운동,impl simulation,4,1173
shsong,1181,단어 정렬,string sorting,6,1181
shsong,1194,"달이 차오른다, 가자.",graph traversal bfs bitmask grid_graph,15,1194
shsong,1197,최소 스패닝 트리,mst graph,12,1197
shsong,1202,보석 도둑,ds greedy sorting priority_queue,14,1202
shsong,1225,이상한 곱셈,math impl string,4,1225
shsong,1236,성 지키기,impl,5,1236
shsong,1238,파티,graph shortest_path dijkstra's,13,1238
shsong,1247,부호,math arithmetic arbitrary_precision_/_big_integers,3,1247
shsong,1252,이진수 덧셈,math impl arithmetic,4,1252
shsong,1259,팰린드롬수,impl string,5,1259
shsong,1261,알고스팟,graph traversal shortest_path dijkstra's grid_graph 0-1_bfs,12,1261
shsong,1264,모음의 개수,impl string,2,1264
shsong,1267,핸드폰 요금,math arithmetic,3,1267
shsong,1271,엄청난 부자2,math arithmetic arbitrary_precision_/_big_integers,1,1271
shsong,1275,커피숍2,segtree ds,15,1275
shsong,1292,쉽게 푸는 문제,math impl,5,1292
shsong,1297,TV 크기,pythagoras_thm geom,4,1297
shsong,1300,K번째 수,binary_search parametric_search,15,1300
shsong,1316,그룹 단어 체커,impl string,6,1316
shsong,1330,두 수 비교하기,impl,1,1330
shsong,1339,단어 수학,greedy,12,1339
shsong,1343,폴리오미노,impl greedy string,6,1343
shsong,1350,진짜 공간,math arithmetic,4,1350
shsong,1351,무한 수열,dp ds set hashset,11,1351
shsong,1357,뒤집힌 덧셈,impl string,4,1357
shsong,1373,2진수 8진수,math string,5,1373
shsong,1402,아무래도이문제는A번난이도인것같다,math ad-hoc constructive,6,1402
shsong,1427,소트인사이드,string sorting,6,1427
shsong,1463,1로 만들기,dp,8,1463
shsong,1475,방 번호,impl,6,1475
shsong,1477,휴게소 세우기,binary_search parametric_search,12,1477
shsong,1485,정사각형,sorting geom,8,1485
shsong,1491,나선,impl simulation,7,1491
shsong,1504,특정한 최단 경로,graph shortest_path dijkstra's,12,1504
shsong,1517,버블 소트,ds sorting segtree d&c,16,1517
shsong,1520,내리막 길,dp graph traversal dfs,13,1520
shsong,1526,가장 큰 금민수,math impl bruteforce,5,1526
shsong,1541,잃어버린 괄호,math greedy string parsing,9,1541
shsong,1546,평균,math arithmetic,5,1546
shsong,1550,16진수,math impl,4,1550
shsong,1560,비숍,ad-hoc arbitrary_precision_/_big_integers,8,1560
shsong,1572,중앙값,ds segtree binary_search,16,1572
shsong,1629,곱셈,math exponentiation_by_squaring,10,1629
shsong,1640,동전 뒤집기,ad-hoc,13,1640
shsong,1644,소수의 연속합,math number_theory two-pointer primality_test eratosthenes,13,1644
shsong,1647,도시 분할 계획,graph mst,12,1647
shsong,1654,랜선 자르기,binary_search parametric_search,9,1654
shsong,1655,가운데를 말해요,ds priority_queue,14,1655
shsong,1676,팩토리얼 0의 개수,math,6,1676
shsong,1681,줄 세우기,impl bruteforce,4,1681
shsong,1697,숨바꼭질,graph traversal bfs,10,1697
shsong,1711,직각삼각형,bruteforce geom pythagoras_thm,10,1711
shsong,1712,손익분기점,math arithmetic,4,1712
shsong,1715,카드 정렬하기,ds greedy priority_queue,12,1715
shsong,1717,집합의 표현,ds dsu,11,1717
shsong,1720,타일 코드,math dp combinatorics,12,1720
shsong,1748,수 이어 쓰기 1,math impl,7,1748
shsong,1753,최단경로,graph shortest_path dijkstra's,12,1753
shsong,1781,컵라면,ds greedy sorting priority_queue,14,1781
shsong,1789,수들의 합,math greedy,6,1789
shsong,1799,비숍,backtrack,16,1799
shsong,1806,부분합,prefix_sum two-pointer,12,1806
shsong,1904,01타일,dp,8,1904
shsong,1912,연속합,dp maximum_subarray,9,1912
shsong,1915,가장 큰 정사각형,dp,12,1915
shsong,1916,최소비용 구하기,graph shortest_path dijkstra's,11,1916
shsong,1918,후위 표기식,ds stack,14,1918
shsong,1920,수 찾기,ds sorting binary_search set hashset,7,1920
shsong,1924,2007년,math impl,5,1924
shsong,1927,최소 힙,ds priority_queue,9,1927
shsong,1929,소수 구하기,math number_theory primality_test eratosthenes,8,1929
shsong,1931,회의실 배정,greedy sorting,11,1931
shsong,1932,정수 삼각형,dp,10,1932
shsong,1934,최소공배수,math number_theory euclidean_algorithm,5,1934
shsong,1939,중량제한,graph ds traversal binary_search bfs shortest_path dijkstra's dsu,13,1939
shsong,1966,프린터 큐,impl ds simulation queue,8,1966
shsong,1976,여행 가자,graph ds traversal dsu,12,1976
shsong,1978,소수 찾기,primality_test number_theory math,4,1978
shsong,1987,알파벳,graph traversal dfs backtrack grid_graph,12,1987
shsong,1991,트리 순회,tree recursion,10,1991
shsong,1992,쿼드트리,d&c recursion,10,1992
shsong,2003,수들의 합 2,bruteforce prefix_sum two-pointer,7,2003
shsong,2010,플러그,math arithmetic,3,2010
shsong,2023,신기한 소수,math number_theory backtrack primality_test,11,2023
shsong,2042,구간 합 구하기,segtree ds,15,2042
shsong,2048,"Hello, 2048!",math number_theory,12,2048
shsong,2083,럭비 클럽,impl,2,2083
shsong,2096,내려가기,dp sliding_window,11,2096
shsong,2108,통계학,math impl sorting,9,2108
shsong,2109,순회강연,ds greedy sorting priority_queue,13,2109
shsong,2110,공유기 설치,binary_search parametric_search,12,2110
shsong,2116,주사위 쌓기,impl bruteforce,11,2116
shsong,2145,숫자 놀이,math impl arithmetic,4,2145
shsong,2151,거울 설치,graph traversal bfs shortest_path dijkstra's,13,2151
shsong,2156,포도주 시식,dp,10,2156
shsong,2178,미로 탐색,graph traversal bfs grid_graph,10,2178
shsong,2193,이친수,dp,8,2193
shsong,2206,벽 부수고 이동하기,graph traversal bfs grid_graph,13,2206
shsong,2216,문자열과 점수,dp,13,2216
shsong,2217,로프,math greedy sorting,7,2217
shsong,2226,이진수,dp arbitrary_precision_/_big_integers,12,2226
shsong,2228,구간 나누기,dp,13,2228
shsong,2231,분해합,bruteforce,4,2231
shsong,2239,스도쿠,impl backtrack,12,2239
shsong,2243,사탕상자,binary_search segtree ds,16,2243
shsong,2252,줄 세우기,graph dag topological_sorting,13,2252
shsong,2268,수들의 합 7,segtree ds,15,2268
shsong,2333,생존과 탈출,dp sorting,14,2333
shsong,2338,긴자리 계산,math arithmetic arbitrary_precision_/_big_integers,1,2338
shsong,2343,기타 레슨,binary_search parametric_search,10,2343
shsong,2355,시그마,math arithmetic,4,2355
shsong,2357,최솟값과 최댓값,segtree ds,15,2357
shsong,2386,도비의 영어 공부,bruteforce impl string,4,2386
shsong,2407,조합,math combinatorics arbitrary_precision_/_big_integers,8,2407
shsong,2417,정수 제곱근,math binary_search,7,2417
shsong,2420,사파리월드,impl arithmetic math,1,2420
shsong,2428,표절,sorting binary_search,8,2428
shsong,2438,별 찍기 - 1,impl,1,2438
shsong,2439,별 찍기 - 2,impl,2,2439
shsong,2440,별 찍기 - 3,impl,2,2440
shsong,2441,별 찍기 - 4,impl,3,2441
shsong,2442,별 찍기 - 5,impl,3,2442
shsong,2443,별 찍기 - 6,impl,3,2443
shsong,2444,별 찍기 - 7,impl,3,2444
shsong,2445,별 찍기 - 8,impl,3,2445
shsong,2446,별 찍기 - 9,impl,3,2446
shsong,2456,나는 학급회장이다,impl case_work,5,2456
shsong,2467,용액,binary_search two-pointer,11,2467
shsong,2470,두 용액,sorting binary_search two-pointer,11,2470
shsong,2473,세 용액,sorting binary_search two-pointer,13,2473
shsong,2475,검증수,impl arithmetic math,1,2475
shsong,2476,주사위 게임,math impl arithmetic,3,2476
shsong,2480,주사위 세개,math impl arithmetic case_work,2,2480
shsong,2490,윷놀이,impl,3,2490
shsong,2491,수열,impl dp,7,2491
shsong,2501,약수 구하기,math bruteforce,3,2501
shsong,2505,두 번 뒤집기,impl ad-hoc,16,2505
shsong,2506,점수계산,math impl arithmetic,3,2506
shsong,2512,예산,binary_search parametric_search,9,2512
shsong,2522,별 찍기 - 12,impl,3,2522
shsong,2523,별 찍기 - 13,impl,3,2523
shsong,2525,오븐 시계,arithmetic math,3,2525
shsong,2530,인공지능 시계,math arithmetic,2,2530
shsong,2557,Hello World,impl,1,2557
shsong,2558,A+B - 2,impl arithmetic math,1,2558
shsong,2562,최댓값,impl,3,2562
shsong,2565,전깃줄,dp,11,2565
shsong,2566,최댓값,impl,3,2566
shsong,2568,전깃줄 - 2,traceback lis,16,2568
shsong,2576,홀수,math impl,3,2576
shsong,2577,숫자의 개수,math impl arithmetic,4,2577
shsong,2579,계단 오르기,dp,8,2579
shsong,2580,스도쿠,impl backtrack,12,2580
shsong,2587,대표값2,math impl sorting arithmetic,4,2587
shsong,2588,곱셈,arithmetic math,3,2588
shsong,2605,줄 세우기,impl ds,4,2605
shsong,2606,바이러스,graph traversal bfs dfs,8,2606
shsong,2609,최대공약수와 최소공배수,math number_theory euclidean_algorithm,5,2609
shsong,2623,음악프로그램,graph dag topological_sorting,13,2623
shsong,2630,색종이 만들기,d&c recursion,9,2630
shsong,2631,줄세우기,dp,12,2631
shsong,2636,치즈,impl graph traversal simulation bfs grid_graph,12,2636
shsong,2638,치즈,impl graph traversal simulation bfs dfs grid_graph,13,2638
shsong,2665,미로만들기,graph traversal bfs shortest_path dijkstra's grid_graph 0-1_bfs,12,2665
shsong,2667,단지번호붙이기,graph traversal bfs dfs grid_graph ff,10,2667
shsong,2670,연속부분최대곱,dp bruteforce,7,2670
shsong,2675,문자열 반복,impl string,4,2675
shsong,2693,N번째 큰 수,sorting,5,2693
shsong,2696,중앙값 구하기,ds priority_queue,14,2696
shsong,2702,초6 수학,math bruteforce number_theory arithmetic,4,2702
shsong,2725,보이는 점의 개수,math number_theory prefix_sum euclidean_algorithm,9,2725
shsong,2729,이진수 덧셈,math impl arithmetic,5,2729
shsong,2738,행렬 덧셈,math impl arithmetic,3,2738
shsong,2739,구구단,impl math,1,2739
shsong,2740,행렬 곱셈,math impl linear_algebra,6,2740
shsong,2741,N 찍기,impl,1,2741
shsong,2742,기찍 N,impl,1,2742
shsong,2743,단어 길이 재기,impl string,1,2743
shsong,2744,대소문자 바꾸기,impl string,1,2744
shsong,2747,피보나치 수,math impl dp,4,2747
shsong,2748,피보나치 수 2,math dp,5,2748
shsong,2749,피보나치 수 3,math exponentiation_by_squaring pisano,14,2749
shsong,2750,수 정렬하기,sorting impl,4,2750
shsong,2751,수 정렬하기 2,sorting,6,2751
shsong,2752,세수정렬,impl sorting,2,2752
shsong,2753,윤년,impl arithmetic math,1,2753
shsong,2754,학점계산,impl string,3,2754
shsong,2755,이번학기 평점은 몇점?,math impl arithmetic,5,2755
shsong,2774,아름다운 수,impl,4,2774
shsong,2798,블랙잭,bruteforce,4,2798
shsong,2805,나무 자르기,binary_search parametric_search,9,2805
shsong,2825,수업시간에 교수님 몰래 교실을 나간 상근이,math bitmask,14,2825
shsong,2839,설탕 배달,dp greedy math,7,2839
shsong,2845,파티가 끝나고 난 뒤,impl arithmetic math,2,2845
shsong,2869,달팽이는 올라가고 싶다,math,5,2869
shsong,2877,4와 7,math impl,11,2877
shsong,2884,알람 시계,math arithmetic,3,2884
shsong,2902,KMP는 왜 KMP일까?,impl string,4,2902
shsong,2908,상수,math impl,4,2908
shsong,2914,저작권,impl arithmetic math,3,2914
shsong,2920,음계,impl,4,2920
shsong,2935,소음,math string arithmetic,3,2935
shsong,2953,나는 요리사다,math impl arithmetic,3,2953
shsong,2959,거북이,math arithmetic,3,2959
shsong,3003,"킹, 퀸, 룩, 비숍, 나이트, 폰",impl arithmetic math,1,3003
shsong,3004,체스판 조각,math impl,3,3004
shsong,3009,네 번째 점,impl geom,3,3009
shsong,3046,R2,impl arithmetic math,2,3046
shsong,3052,나머지,math set arithmetic,4,3052
shsong,3058,짝수를 찾아라,math impl arithmetic,3,3058
shsong,3079,입국심사,binary_search parametric_search,11,3079
shsong,3135,라디오,math greedy,6,3135
shsong,3197,백조의 호수,graph ds traversal bfs dsu grid_graph,16,3197
shsong,3447,버그왕,string parsing,5,3447
shsong,3448,문자 인식,impl string,5,3448
shsong,3474,교수가 된 현우,math number_theory,8,3474
shsong,3944,나머지 계산,math number_theory,9,3944
shsong,4084,Viva la Diferencia,math impl simulation arithmetic,3,4084
shsong,4101,크냐?,impl,1,4101
shsong,4150,피보나치 수,math arbitrary_precision_/_big_integers,5,4150
shsong,4153,직각삼각형,math geom pythagoras_thm,3,4153
shsong,4195,친구 네트워크,ds set hashset dsu,14,4195
shsong,4299,AFC 윔블던,math arithmetic,2,4299
shsong,4344,평균은 넘겠지,math arithmetic,5,4344
shsong,4470,줄번호,impl string,2,4470
shsong,4485,녹색 옷 입은 애가 젤다지?,graph traversal shortest_path dijkstra's grid_graph,12,4485
shsong,4504,배수 찾기,math arithmetic,3,4504
shsong,4821,페이지 세기,impl string parsing,7,4821
shsong,4920,테트리스 게임,impl bruteforce,12,4920
shsong,4929,수열 걷기,impl set,10,4929
shsong,4948,베르트랑 공준,math number_theory primality_test eratosthenes,9,4948
shsong,5014,스타트링크,graph traversal bfs,10,5014
shsong,5063,TGN,math arithmetic,3,5063
shsong,5086,배수와 약수,math arithmetic,3,5086
shsong,5337,웰컴,impl,1,5337
shsong,5338,마이크로소프트 로고,impl,1,5338
shsong,5339,콜센터,impl,1,5339
shsong,5522,카드 게임,math arithmetic,1,5522
shsong,5523,경기 결과,impl,3,5523
shsong,5524,입실 관리,string,2,5524
shsong,5532,방학 숙제,math arithmetic,2,5532
shsong,5543,상근날드,math arithmetic,2,5543
shsong,5554,심부름 가는 길,impl arithmetic math,2,5554
shsong,5565,영수증,math impl arithmetic,2,5565
shsong,5575,타임 카드,math impl arithmetic,2,5575
shsong,5585,거스름돈,greedy,4,5585
shsong,5596,시험 점수,math impl arithmetic,2,5596
shsong,5597,과제 안 내신 분..?,impl,3,5597
shsong,5618,공약수,math bruteforce number_theory,4,5618
shsong,5717,상근이의 친구들,math arithmetic,1,5717
shsong,5883,아이폰 9S,impl bruteforce set,7,5883
shsong,5893,17배,math impl arbitrary_precision_/_big_integers,3,5893
shsong,5911,선물,greedy bruteforce sorting,8,5911
shsong,5988,홀수일까 짝수일까,math string arithmetic arbitrary_precision_/_big_integers,3,5988
shsong,6246,풍선 놀이,impl,4,6246
shsong,6571,피보나치 수의 개수,math dp arbitrary_precision_/_big_integers,8,6571
shsong,7287,등록,impl,1,7287
shsong,7576,토마토,bfs graph traversal grid_graph shortest_path,11,7576
shsong,8393,합,impl math,1,8393
shsong,8958,OX퀴즈,impl string,4,8958
shsong,9012,괄호,ds string stack,7,9012
shsong,9082,지뢰찾기,greedy ad-hoc,12,9082
shsong,9085,더하기,math impl arithmetic,3,9085
shsong,9086,문자열,impl string,1,9086
shsong,9093,단어 뒤집기,impl string,5,9093
shsong,9095,"1, 2, 3 더하기",dp,8,9095
shsong,9251,LCS,dp string lcs,11,9251
shsong,9252,LCS 2,dp string traceback lcs,12,9252
shsong,9295,주사위,math impl arithmetic,2,9295
shsong,9316,Hello Judge,impl,1,9316
shsong,9324,진짜 메시지,impl string,7,9324
shsong,9325,얼마?,math arithmetic,3,9325
shsong,9328,열쇠,impl graph traversal bfs grid_graph,15,9328
shsong,9465,스티커,dp,10,9465
shsong,9498,시험 성적,impl,1,9498
shsong,9527,1의 개수 세기,math prefix_sum bitmask,14,9527
shsong,9610,사분면,math impl,3,9610
shsong,9613,GCD 합,math number_theory euclidean_algorithm,7,9613
shsong,9627,문장,impl string bruteforce,8,9627
shsong,9653,스타워즈 로고,impl,1,9653
shsong,9654,나부 함대 데이터,impl,1,9654
shsong,9655,돌 게임,math dp game_theory,6,9655
shsong,9656,돌 게임 2,math dp game_theory,6,9656
shsong,9657,돌 게임 3,dp game_theory,8,9657
shsong,9658,돌 게임 4,dp game_theory,9,9658
shsong,9659,돌 게임 5,game_theory parity,8,9659
shsong,9660,돌 게임 6,game_theory,11,9660
shsong,9663,N-Queen,bruteforce backtrack,12,9663
shsong,9935,문자열 폭발,ds string stack,12,9935
shsong,10039,평균 점수,math arithmetic,2,10039
shsong,10101,삼각형 외우기,impl geom,2,10101
shsong,10103,주사위 게임,arithmetic impl math simulation,3,10103
shsong,10156,과자,math arithmetic,2,10156
shsong,10162,전자레인지,math impl greedy,3,10162
shsong,10170,NFC West vs North,impl,1,10170
shsong,10171,고양이,impl,1,10171
shsong,10172,개,impl,1,10172
shsong,10250,ACM 호텔,math impl arithmetic,3,10250
shsong,10282,해킹,graph shortest_path dijkstra's,12,10282
shsong,10426,기념일 2,impl simulation,5,10426
shsong,10430,나머지,impl arithmetic math,1,10430
shsong,10473,인간 대포,graph geom shortest_path dijkstra's,14,10473
shsong,10539,수빈이와 수열,math arithmetic,4,10539
