SOLVER_HANDLE,PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_LVL,HASH_ID
evenharder,16737,Python Classes,ds dsu dp tree dp graph parsing scc string tree,21,16737
evenharder,16740,Arithmetic Progressions,dp ds set,15,16740
evenharder,16760,Balance Beam,math geom probability convex hull,21,16760
evenharder,16763,Fine Dining,dijkstra's graph shortest path,16,16763
evenharder,16764,Cowpatibility,ds inclusion and exclusion,17,16764
evenharder,16765,Teamwork,dp,13,16765
evenharder,16769,Mixing Milk,math impl simulation arithmetic,4,16769
evenharder,16770,The Bucket List,impl,5,16770
evenharder,16771,Back and Forth,impl bruteforce simulation backtrack,10,16771
evenharder,16846,Hyperrectangle,combinatorics dp geom hyperdimensional inclusion and exclusion knapsack math,18,16846
evenharder,16854,편안한 문자열,dp prefix sum,14,16854
evenharder,16891,탄성 충돌,math impl simulation physics,13,16891
evenharder,16900,이름 정하기,string kmp,16,16900
evenharder,16901,XOR MST,graph ds tree d&c mst trie,22,16901
evenharder,16923,다음 다양한 단어,impl string,10,16923
evenharder,16930,달리기,graph traversal bfs grid graph,18,16930
evenharder,16936,나3곱2,math sorting constructive,11,16936
evenharder,16941,꼬리별,dp math number theory primality test,24,16941
evenharder,16943,숫자 재배치,math bruteforce backtrack,10,16943
evenharder,16950,레드 블루 스패닝 트리 2,graph ds constructive dsu mst,20,16950
evenharder,16953,A → B,graph greedy traversal bfs,9,16953
evenharder,16956,늑대와 양,ad-hoc constructive,8,16956
evenharder,16972,814 - 1,geom constructive randomization,5,16972
evenharder,16979,수열과 쿼리 23,ds segtree offline query compression mo's,20,16979
evenharder,16985,Maaaaaaaaaze,impl graph bruteforce traversal bfs,14,16985
evenharder,16986,인싸들의 가위바위보,impl bruteforce backtrack,14,16986
evenharder,16987,계란으로 계란치기,bruteforce backtrack,11,16987
evenharder,16988,Baaaaaaaaaduk2 (Easy),graph bruteforce traversal bfs dfs,13,16988
evenharder,16989,Baaaaaaaaaduk2 (Hard),impl graph ds traversal set hashset,17,16989
evenharder,16994,로프와 쿼리,ds string tree splay tree rope,20,16994
evenharder,16998,"It’s a Mod, Mod, Mod, Mod World",math number theory euclidean algorithm floor sum,22,16998
evenharder,17018,Redistricting,dp ds deque deque rmq trick deque dp,19,17018
evenharder,17021,Cow Poetry,math dp combinatorics,15,17021
evenharder,17022,Sleepy Cow Sorting,ds segtree,16,17022
evenharder,17023,Shortcut,dp graph tree shortest path dijkstra's tree dp,15,17023
evenharder,17025,Icy Perimeter,graph traversal bfs dfs,11,17025
evenharder,17033,Cow Land,ds tree segtree lca hld,20,17033
evenharder,17034,Dishwashing,binary search ds greedy impl stack,18,17034
evenharder,17035,Painting the Barn (Gold),dp prefix sum,19,17035
evenharder,17072,아스키 아트,impl,5,17072
evenharder,17073,나무 위의 빗물,math graph traversal tree,11,17073
evenharder,17074,정렬,dp case work,10,17074
evenharder,17075,유물 복원,math dp knapsack traceback,16,17075
evenharder,17076,망가진 데이터,ds segtree,18,17076
evenharder,17078,원 위의 개미,binary search prefix sum,17,17078
evenharder,17079,달콤새콤,combinatorics greedy math prefix sum,19,17079
evenharder,17080,결함 게임,game theory,14,17080
evenharder,17082,쿼리와 쿼리,ds greedy set treeset,17,17082
evenharder,17084,"f(k, n)",math impl,17,17084
evenharder,17106,빙고,impl bruteforce,16,17106
evenharder,17109,"연결그래프의 모든 간선의 저항이 1Ω일 경우 간선으로 직접 이어진 모든 쌍의 점 A, B 에 대해 A와 B 사이의 합성저항 값의 총합을 구한 뒤 소수점 넷째자리에서 반올림한 값을 출력하는 문제",,0,17109
evenharder,17134,르모앙의 추측,math number theory primality test eratosthenes fft,20,17134
evenharder,17153,Circular DNA,greedy prefix sum,17,17153
evenharder,17154,Dead-End Detector,graph traversal bfs dfs,19,17154
evenharder,17156,First of Her Name,dp ds string tree binary search trie suffix array and lcp array aho-corasick,22,17156
evenharder,17161,편집 거리 (Hard),dp string d&c hirschberg's,25,17161
evenharder,17164,Rainbow Beads,string two-pointer,7,17164
evenharder,17165,Gosu,graph ad-hoc,20,17165
evenharder,17166,Voronoi Diagram Again,geom sorting sweeping,19,17166
evenharder,17167,A Plus Equals B,math ad-hoc constructive,19,17167
evenharder,17168,Water Knows The Answers,cht dp greedy,22,17168
evenharder,17173,배수들의 합,math impl bruteforce,4,17173
evenharder,17174,전체 계산 횟수,arithmetic math,3,17174
evenharder,17175,피보나치는 지겨웡~,dp,8,17175
evenharder,17176,암호해독기,impl string,5,17176
evenharder,17177,내접사각형 만들기,math geom,5,17177
evenharder,17185,Alpine Valley,dp graph ds traversal tree dfs tree dp sparse table ett,21,17185
evenharder,17219,비밀번호 찾기,ds set hashset,7,17219
evenharder,17256,달달함이 넘쳐흘러,math impl arithmetic,2,17256
evenharder,17283,I am Groot,math impl arithmetic,5,17283
evenharder,17284,Vending Machine,math impl arithmetic,3,17284
evenharder,17285,XORChic,math impl string,4,17285
evenharder,17286,유미,bruteforce geom pythagoras thm,6,17286
evenharder,17287,"The Deeper, The Better",impl ds stack,7,17287
evenharder,17288,3개만!,impl string,5,17288
evenharder,17290,Crazy_aRcade_Good,string bruteforce geom,6,17290
evenharder,17291,새끼치기,impl dp,9,17291
evenharder,17292,바둑이 포커,impl sorting,11,17292
evenharder,17295,엔드게임 스포일러,,0,17295
evenharder,17349,1루수가 누구야,impl case work,12,17349
evenharder,17362,수학은 체육과목 입니다 2,math arithmetic,2,17362
evenharder,17363,우유가 넘어지면?,impl,5,17363
evenharder,17364,대회,ds greedy sorting treeset set,21,17364
evenharder,17365,별다줄,dp ds string tree trie,18,17365
evenharder,17367,공교육 도박,math dp probability,16,17367
evenharder,17368,교점 세기,case work math,21,17368
evenharder,17369,유령의 집,impl binary search simulation,19,17369
evenharder,17370,육각형 우리 속의 개미,graph bruteforce traversal dfs backtrack,13,17370
evenharder,17371,이사,greedy geom,15,17371
evenharder,17377,Taxi,impl string parsing,16,17377
evenharder,17378,공의 합집합,math geom convex hull calculus,23,17378
evenharder,17383,옥토끼는 통신교육을 풀어라!!,greedy binary search parametric search,17,17383
evenharder,17388,와글와글 숭고한,impl,2,17388
evenharder,17389,보너스 점수,impl,4,17389
evenharder,17390,이건 꼭 풀어야 해!,sorting prefix sum,8,17390
evenharder,17391,무한부스터,dp graph traversal bfs grid graph,10,17391
evenharder,17392,우울한 방학,math greedy,10,17392
evenharder,17393,다이나믹 롤러,binary search,8,17393
evenharder,17394,핑거 스냅,math graph traversal number theory bfs primality test eratosthenes,11,17394
evenharder,17395,이진수 변환,math greedy,11,17395
evenharder,17396,백도어,graph shortest path dijkstra's,11,17396
evenharder,17397,FLEX,dp,14,17397
evenharder,17398,통신망 분할,ds dsu offline query,16,17398
evenharder,17399,트리의 외심,tree lca,19,17399
evenharder,17400,깃발춤,ds segtree parity,16,17400
evenharder,17401,일하는 세포,math exponentiation by squaring,16,17401
evenharder,17402,시간 끌기,bipartite matching,18,17402
evenharder,17403,가장 높고 넓은 성,geom convex hull,17,17403
evenharder,17419,비트가 넘쳐흘러,bitmask math string,7,17419
evenharder,17420,깊콘이 넘쳐흘러,greedy sorting,16,17420
evenharder,17422,지폐가 넘쳐흘러,dp tree tree dp,16,17422
evenharder,17425,약수의 합,math number theory prefix sum primality test eratosthenes harmonic number,12,17425
evenharder,17429,국제 메시 기구,ds tree segtree lazyprop ett hld,22,17429
evenharder,17436,소수의 배수,math inclusion and exclusion,13,17436
evenharder,17450,과자 사기,math impl arithmetic,3,17450
evenharder,17451,평행 우주,math greedy,8,17451
evenharder,17452,Christmalo.win,string sorting,12,17452
evenharder,17453,두 개의 문,bruteforce bitmask,12,17453
evenharder,17496,스타후르츠,math arithmetic,3,17496
evenharder,17508,6789,impl case work,6,17508
evenharder,17509,And the Winner Is... Ourselves!,greedy sorting,6,17509
evenharder,17511,Capital,graph ad-hoc,11,17511
evenharder,17512,Gosu 2,greedy constructive,18,17512
evenharder,17513,Hilbert's Hotel,binary search ds impl lazyprop segtree,22,17513
evenharder,17515,Maximizer,greedy math,19,17515
evenharder,17517,Parklife,dp ds tree tree dp priority queue smaller to larger,22,17517
evenharder,17520,Balanced String,math,6,17520
evenharder,17521,Byte Coin,greedy,7,17521
evenharder,17522,Canal,binary search two-pointer,18,17522
evenharder,17526,Star Trek,dp cht lichao,21,17526
evenharder,17528,Two Machines,dp knapsack,16,17528
evenharder,17598,Animal King Election,impl string,2,17598
evenharder,17608,막대기,impl ds stack,4,17608
evenharder,17609,회문,string two-pointer,11,17609
evenharder,17610,양팔저울,bruteforce,10,17610
evenharder,17612,쇼핑몰,ds priority queue,14,17612
evenharder,17623,괄호,dp,14,17623
evenharder,17626,Four Squares,dp bruteforce,8,17626
evenharder,17689,Candies,ds greedy priority queue,22,17689
evenharder,17859,Remainder Reminder,math number theory crt,15,17859
evenharder,17975,Strike Zone,ds segtree sweeping compression maximum subarray,21,17975
evenharder,17978,Washer,math bruteforce geom 3d,22,17978
evenharder,18096,Арифметическая магия,math,1,18096
evenharder,18108,1998년생인 내가 태국에서는 2541년생?!,math arithmetic,1,18108
evenharder,18111,마인크래프트,impl bruteforce,9,18111
evenharder,18119,단어 암기,bruteforce bitmask,12,18119
evenharder,18138,리유나는 세일러복을 좋아해,bipartite matching,17,18138
evenharder,18155,Issuing Plates,impl string,6,18155
evenharder,18184,분할하기,bitmask constructive math,17,18184
evenharder,18185,라면 사기 (Small),greedy,21,18185
evenharder,18186,라면 사기 (Large),greedy,21,18186
evenharder,18187,평면 분할,math geom,9,18187
evenharder,18188,다오의 데이트,graph bruteforce traversal set bfs,12,18188
evenharder,18189,참 어려운 문제,ds ett tree,22,18189
evenharder,18190,촛불과 그림자,binary search convex hull geom impl point in convex polygon check prefix sum,26,18190
evenharder,18191,피아노 연주,binary search,18,18191
evenharder,18192,보고 정렬,sorting randomization,15,18192
evenharder,18193,비행기 타고 가요,graph ds segtree shortest path dijkstra's,23,18193
evenharder,18194,Bad Hair Day와 기댓값,combinatorics linearity of expectation math probability,20,18194
evenharder,18195,정점 찾기,binary search constructive bitmask,20,18195
evenharder,18196,정기 모임,ds tree segtree lca sparse table,21,18196
evenharder,18197,분수 계산,math,21,18197
evenharder,18228,펭귄추락대책위원회,impl,4,18228
evenharder,18229,"내가 살게, 아냐 내가 살게",impl simulation,5,18229
evenharder,18230,2xN 예쁜 타일링,greedy sorting,10,18230
evenharder,18231,파괴된 도시,graph traversal,11,18231
evenharder,18232,텔레포트 정거장,graph traversal bfs,9,18232
evenharder,18233,러버덕을 사랑하는 모임,greedy bruteforce,11,18233
evenharder,18234,당근 훔쳐 먹기,greedy sorting,13,18234
evenharder,18235,지금 만나러 갑니다,bfs graph traversal,13,18235
evenharder,18258,큐 2,ds queue,7,18258
evenharder,18260,Bessie's Snow Cow,ds ett lazyprop segtree tree,21,18260
evenharder,18301,Rats,math arithmetic,1,18301
evenharder,18313,Cave Paintings,,20,18313
evenharder,18317,Farmer John Solves 3SUM,dp set prefix sum,18,18317
evenharder,18342,순례의 시작,binary search ds pbs segtree,24,18342
evenharder,18346,업과 격의 그래프,bipartite graph case work combinatorics graph math,25,18346
evenharder,18348,질서와 혼돈,constructive math number theory primality test eratosthenes,22,18348
evenharder,18373,N!!!...! mod P,math ad-hoc number theory case work,18,18373
evenharder,18380,전자식 계산기 (Calculator),hash impl math number theory rabin–karp string,19,18380
evenharder,18431,Just Long Neckties,ds greedy sorting set prefix sum,14,18431
evenharder,18432,JJOOII 2,binary search two-pointer,13,18432
evenharder,18437,회사 문화 5,ds tree segtree lazyprop ett,18,18437
evenharder,18438,LCS 5,dp d&c traceback lcs hirschberg's,25,18438
evenharder,18469,Bitwise Xor,combinatorics ds dp math sorting tree trie,21,18469
evenharder,18496,Euclid’s Algorithm,math number theory lte lemma,23,18496
evenharder,18526,Bomas,dp ds geom tree set sweeping tree dp treeset,23,18526
evenharder,18531,Letter Wheels,string bruteforce kmp,16,18531
evenharder,18533,Lunchtime Name Recall,dp bruteforce heuristics,22,18533
evenharder,18534,Rooted Subtrees,math tree lca,17,18534
evenharder,18783,Swapity Swapity Swap,ds sparse table permutation cycle decomposition,14,18783
evenharder,18788,Swapity Swap,math graph,9,18788
evenharder,18795,이동하기 3,math arithmetic,4,18795
evenharder,18798,OR과 쿼리,ds segtree,21,18798
evenharder,18808,스티커 붙이기,impl bruteforce simulation,13,18808
evenharder,18809,Gaaaaaaaaaarden,impl graph bruteforce traversal simulation bfs,15,18809
evenharder,18838,가장 긴 증가하는 부분 수열 k,dp ds segtree lis traceback,22,18838
evenharder,18858,훈련소로 가는 날,dp,13,18858
evenharder,18859,부모님께 큰절 하고,ds greedy sorting,17,18859
evenharder,18863,풀 한 포기 친구 얼굴,dfs dp graph traversal,20,18863
evenharder,18864,모든 것이 새롭다,combinatorics math permutation cycle decomposition,23,18864
evenharder,18866,젊은 날의 생이여,prefix sum,12,18866
evenharder,18867,편지 꼭 해다오,math bruteforce precomputation,10,18867
evenharder,18870,좌표 압축,sorting compression,9,18870
evenharder,18875,Favorite Colors,ds dsu smaller to larger,19,18875
evenharder,18891,제21대 국회의원 선거,impl,16,18891
evenharder,18920,Banned Words,math ds tree exponentiation by squaring trie aho-corasick,21,18920
evenharder,18926,Histogram and Blue Rectangles,ds cht lichao,23,18926
evenharder,18927,Integer Equation Checker,bruteforce impl parsing string,14,18927
evenharder,18929,Knights of Round Table,graph traversal constructive dfs bipartite graph,23,18929
evenharder,18936,신기한 공놀이,math number theory exponentiation by squaring,23,18936
evenharder,18937,왕들의 외나무다리 돌게임,game theory sprague–grundy thm,18,18937
evenharder,18940,숫자 카드 제거 게임,game theory sprague–grundy thm,20,18940
evenharder,19157,Even Path,ad-hoc prefix sum,12,19157
evenharder,19162,Twin Buildings,sorting,16,19162
evenharder,19164,Tiling Terrace,dp,20,19164
evenharder,19165,Addition Robot,ds lazyprop linear algebra math segtree,20,19165
evenharder,19217,Jitterbug,constructive graph math,22,19217
evenharder,19229,Lexicography,constructive greedy impl,16,19229
evenharder,19532,수학은 비대면강의입니다,math bruteforce,4,19532
evenharder,19534,삼항 연산자,impl graph ds string traversal parsing,19,19534
evenharder,19535,ㄷㄷㄷㅈ,math tree combinatorics,13,19535
evenharder,19536,감자 농장,impl prefix sum case work,21,19536
evenharder,19537,전투 시뮬레이션,impl graph simulation shortest path dijkstra's,16,19537
evenharder,19538,루머,graph traversal bfs,12,19538
evenharder,19539,사과나무,math greedy,11,19539
evenharder,19540,인버스 ㄷㄷㄷㅈ,tree constructive,21,19540
evenharder,19541,역학 조사,impl greedy simulation,16,19541
evenharder,19542,전단지 돌리기,graph traversal tree dfs,13,19542
evenharder,19543,던전 지도,two-pointer,16,19543
evenharder,19544,함수 복원,combinatorics graph math,16,19544
evenharder,19545,소가 길을 건너간 이유 2020,dp,20,19545
evenharder,19546,지도 설치,flow mfmc graph,24,19546
evenharder,19548,그건 망고가 아니라 고양이예요,binary search case work recursion,21,19548
evenharder,19550,빛의 전사 크리퓨어,ds greedy sparse table,21,19550
evenharder,19553,피자 배틀,dp,17,19553
evenharder,19563,개구리 1,math parity,5,19563
evenharder,19564,반복,greedy string,5,19564
evenharder,19565,수열 만들기,graph constructive eulerian path,14,19565
evenharder,19566,수열의 구간 평균,math ds set prefix sum hashset treeset,14,19566
evenharder,19567,개구리 2,math geom parity,15,19567
evenharder,19568,직사각형,math ad-hoc constructive,19,19568
evenharder,19569,돌멩이 게임,math dp game theory traceback,17,19569
evenharder,19571,탐색 게임,constructive,14,19571
evenharder,19572,가뭄(Small),math arithmetic,3,19572
evenharder,19575,Polynomial,math impl,5,19575
evenharder,19576,약수,math dp sorting number theory,13,19576
evenharder,19580,마스크가 필요해,ds greedy sorting priority queue,16,19580
evenharder,19581,두 번째 트리의 지름,graph traversal tree dfs tree diameter,16,19581
evenharder,19582,200년간 폐관수련했더니 PS 최강자가 된 건에 대하여,dp greedy,13,19582
evenharder,19583,싸이버개강총회,impl ds string set hashset,9,19583
evenharder,19584,난개발,compression prefix sum sorting sweeping,13,19584
evenharder,19587,객실 배치,dp exponentiation by squaring math,15,19587
evenharder,19588,상품권 준비,greedy sorting prefix sum,16,19588
evenharder,19590,비드맨,greedy,14,19590
evenharder,19591,독특한 계산기,ds deque impl parsing string,13,19591
evenharder,19636,요요 시뮬레이션,impl,7,19636
evenharder,19637,IF문 좀 대신 써줘,binary search,8,19637
evenharder,19638,센티와 마법의 뿅망치,impl ds priority queue,10,19638
evenharder,19639,배틀로얄,greedy,11,19639
evenharder,19640,화장실의 규칙,impl ds simulation priority queue,12,19640
evenharder,19641,중첩 집합 모델,graph traversal tree dfs ett,11,19641
evenharder,19642,TORIE,parsing recursion string tree,17,19642
evenharder,19643,좀비 떼가 전역 때보다 먼저 오다니,backtrack heuristics,18,19643
evenharder,19644,좀비 떼가 기관총 진지에도 오다니,ds greedy prefix sum queue,13,19644
evenharder,19645,햄최몇?,dp knapsack,15,19645
evenharder,19646,Random Generator,ds segtree binary search,16,19646
evenharder,19647,Unique Solution,graph traversal dag bipartite matching,19,19647
evenharder,19648,미하일 2마리,math graph shortest path exponentiation by squaring floyd–warshall,18,19648
evenharder,19649,미담 전하기,dp graph dag topological sorting scc,19,19649
evenharder,19650,개미여행,convex hull dijkstra's geom graph line segment intersection check point in convex polygon check shortest path,23,19650
evenharder,19658,Labels,arithmetic math,9,19658
evenharder,19812,Planet Nine,constructive math number theory,13,19812
evenharder,19843,수면 패턴,impl,5,19843
evenharder,19844,단어 개수 세기,impl string,7,19844
evenharder,19845,넴모넴모 2020,binary search,12,19845
evenharder,19846,신기한 연산,ad-hoc constructive,15,19846
evenharder,19847,여우 신탁,dp math probability,14,19847
evenharder,19851,버거운 버거,ds lazyprop segtree,21,19851
evenharder,19857,연금술사,greedy binary search parametric search,19,19857
evenharder,19944,뉴비의 기준은 뭘까?,impl,2,19944
evenharder,19945,새로운 언어 CC,math impl,5,19945
evenharder,19946,2의 제곱수 계산하기,math impl arithmetic,4,19946
evenharder,19947,투자의 귀재 배주형,dp bruteforce,6,19947
evenharder,19948,음유시인 영재,impl string,8,19948
evenharder,19949,영재의 시험,bruteforce backtrack,9,19949
evenharder,20001,고무오리 디버깅,impl,4,20001
evenharder,20002,사과나무,bruteforce prefix sum,11,20002
evenharder,20003,거스름돈이 싫어요,math number theory euclidean algorithm,10,20003
evenharder,20004,베스킨라빈스 31,math game theory,7,20004
evenharder,20005,보스몬스터 전리품,impl graph traversal simulation bfs,13,20005
evenharder,20006,랭킹전 대기열,impl simulation,9,20006
evenharder,20008,몬스터를 처치하자!,backtrack bruteforce,11,20008
evenharder,20010,악덕 영주 혜유,graph traversal dfs mst,14,20010
evenharder,20024,Bombs In My Deck,math probability,6,20024
evenharder,20026,Fix Wiring,graph greedy mst,13,20026
evenharder,20028,Min-hashing,graph traversal,16,20028
evenharder,20029,Mock Competition Marketing,bruteforce backtrack,8,20029
evenharder,20032,Sewing Graph,sorting geom constructive,13,20032
evenharder,20033,"Square, Not Rectangle",ds binary search,12,20033
evenharder,20036,Ball Alignment,binary search compression dp sorting,20,20036
evenharder,20037,Bit String,dp kmp string,21,20037
evenharder,20039,Coronavirus Trend,compression ds dp segtree,18,20039
evenharder,20040,사이클 게임,ds dsu,12,20040
evenharder,20041,Escaping,math greedy geom,16,20041
evenharder,20044,Project Teams,greedy sorting,7,20044
evenharder,20045,Trading System,ds segtree binary search prefix sum priority queue pst,21,20045
evenharder,20046,Road Reconstruction,graph traversal shortest path dijkstra's grid graph,12,20046
evenharder,20047,동전 옮기기,dp,14,20047
evenharder,20051,Zagrade,ds stack,16,20051
evenharder,20090,Aliens,aliens trick binary search cht dp,24,20090
evenharder,20106,Cave,binary search,16,20106
evenharder,20124,모르고리즘 회장님 추천 받습니다,impl string sorting,4,20124
evenharder,20125,쿠키의 신체 측정,impl,7,20125
evenharder,20126,교수님의 기말고사,sorting,8,20126
evenharder,20127,Y-수열,ad-hoc case work,11,20127
evenharder,20128,Parity Constraint Shortest Path,graph shortest path dijkstra's parity,14,20128
evenharder,20129,뒤집힌 계산기,ds impl parsing string,13,20129
evenharder,20130,Metroidvania Extreme,bfs graph traversal impl,15,20130
evenharder,20131,트리 만들기,ds tree priority queue,16,20131
evenharder,20133,모래시계 2,combinatorics geom math sorting two-pointer,20,20133
evenharder,20134,소가 연세로를 건너간 이유,combinatorics ds math segtree,20,20134
evenharder,20135,연세 마스크 공장,graph flow circulation,21,20135
evenharder,20152,Game Addiction,math dp combinatorics,9,20152
evenharder,20153,영웅이는 2의 거듭 제곱을 좋아해! 영웅이는 2의 거듭 제곱을 좋아해!,math bruteforce bitmask,9,20153
evenharder,20154,이 구역의 승자는 누구야?!,math string,5,20154
evenharder,20155,우리 집 밑에 편의점이 있는데,impl,4,20155
evenharder,20156,기왕 이렇게 된 거 암기왕이 되어라,ds dsu offline query,17,20156
evenharder,20157,화살을 쏘자!,math ds geom set hashset,11,20157
evenharder,20158,사장님 달려가고 있습니다,bfs graph traversal,15,20158
evenharder,20159,동작 그만. 밑장 빼기냐?,prefix sum,12,20159
evenharder,20160,야쿠르트 아줌마 야쿠르트 주세요,graph shortest path dijkstra's,13,20160
evenharder,20161,왜 동전은 하나씩만 뒤집는 거야,0-1 bfs bitmask dijkstra's dp graph impl shortest path,17,20161
evenharder,20162,간식 파티,dp,9,20162
evenharder,20164,홀수 홀릭 호석,bruteforce impl recursion,11,20164
evenharder,20165,인내의 도미노 장인 호석,impl simulation,11,20165
evenharder,20166,문자열 지옥에 빠진 호석,dp graph ds traversal dfs hashset,12,20166
evenharder,20167,꿈틀꿈틀 호석 애벌레 - 기능성,bruteforce dp,10,20167
evenharder,20168,골목 대장 호석 - 기능성,graph bruteforce shortest path dijkstra's backtrack,11,20168
evenharder,20169,Autonomous Vehicle,impl geom binary search simulation,19,20169
evenharder,20170,Commemorative Dice,math bruteforce probability,5,20170
evenharder,20171,Dessert Café,dp graph traversal tree dfs tree dp,14,20171
evenharder,20173,Imprecise Computer,dp constructive,13,20173
evenharder,20175,Mobile Robot,math,14,20175
evenharder,20176,Needle,math fft,20,20176
evenharder,20178,Switches,math linear algebra gaussian elimination xor basis,18,20178
evenharder,20181,꿈틀꿈틀 호석 애벌레 - 효율성,binary search dp prefix sum two-pointer,14,20181
evenharder,20182,골목 대장 호석 - 효율성 1,graph shortest path dijkstra's,13,20182
evenharder,20183,골목 대장 호석 - 효율성 2,graph binary search shortest path dijkstra's parametric search,14,20183
evenharder,20191,줄임말,dp binary search,14,20191
evenharder,20192,순서 섞기,ad-hoc,19,20192
evenharder,20193,화려한 정사각형,ds segtree binary search set sweeping treeset parametric search lazyprop,22,20193
evenharder,20205,교수님 그림이 깨지는데요?,impl,4,20205
evenharder,20206,푸앙이가 길을 건너간 이유,math geom,10,20206
evenharder,20207,달력,impl greedy sorting,11,20207
evenharder,20256,Right-Coupled Numbers,bruteforce math,6,20256
evenharder,20257,Make Numbers,bruteforce impl,11,20257
evenharder,20258,Pyramid,dp,17,20258
evenharder,20261,Cable Protection,dfs dp tree dp graph traversal tree,17,20261
evenharder,20263,Optimization for UltraNet,ds dsu graph greedy mst tree,17,20263
evenharder,20264,Critical Structures,articulation points and bridges biconnected component graph,18,20264
evenharder,20268,Keystroke,impl ad-hoc,4,20268
evenharder,20299,3대 측정,impl,4,20299
evenharder,20300,서강근육맨,greedy sorting,8,20300
evenharder,20301,반전 요세푸스,impl ds simulation deque,8,20301
evenharder,20302,민트 초코,math number theory primality test eratosthenes,12,20302
evenharder,20309,트리플 소트,math sorting ad-hoc parity,8,20309
evenharder,20310,타노스,greedy string,8,20310
evenharder,20311,화학 실험,ds greedy sorting constructive priority queue,11,20311
evenharder,20312,CPU 벤치마킹,math dp,10,20312
evenharder,20313,출퇴근,graph shortest path dijkstra's,13,20313
evenharder,20314,대홍수,ds segtree set two-pointer,18,20314
evenharder,20492,세금,math arithmetic,1,20492
evenharder,20493,세상은 하나의 손수건,impl simulation,7,20493
evenharder,20494,스시,impl string ad-hoc,4,20494
evenharder,20495,수열과 헌팅,sorting binary search,11,20495
evenharder,20528,끝말잇기,string ad-hoc,4,20528
evenharder,20529,가장 가까운 세 사람의 심리적 거리,bruteforce pigeonhole,10,20529
evenharder,20530,양분,graph ds traversal tree dfs dsu,16,20530
evenharder,20531,인간관계,math dp ds combinatorics dsu,16,20531
evenharder,20532,정점 간 통신 네트워크,dfs graph traversal math number theory tree,17,20532
evenharder,20535,최소 공통 조상과 쿼리,ds tree lca ett tree compression,21,20535
evenharder,20536,남부순환로,ds dijkstra's graph priority queue shortest path,27,20536
evenharder,20540,연길이의 이상형,impl string,3,20540
evenharder,20551,Sort 마스터 배지훈의 후계자,ds sorting binary search,7,20551
evenharder,20653,롯데 자이언츠와 가희,combinatorics inclusion and exclusion math number theory,17,20653
evenharder,20901,Adolescent Architecture,math sorting geom,10,20901
evenharder,20902,Bookshelf Building,dp knapsack,14,20902
evenharder,20903,Confined Catching,constructive game theory,15,20903
evenharder,20937,떡국,greedy ad-hoc set,7,20937
evenharder,20938,반짝반짝,math dp probability,16,20938
evenharder,20939,달고나,case work euler characteristic geom impl line segment intersection check,21,20939
evenharder,20940,시철이가 사랑한 수식,euler phi function math möbius inversion number theory,22,20940
evenharder,20941,성싶당,greedy constructive,16,20941
evenharder,20943,카카오톡,math ds number theory set combinatorics treeset,12,20943
evenharder,20944,팰린드롬 척화비,string ad-hoc,3,20944
evenharder,20946,합성인수분해,math greedy number theory primality test prime factorization,11,20946
evenharder,20947,습격받은 도시,impl ad-hoc,12,20947
evenharder,21038,Galatea’s Diet,combinatorics exponentiation by squaring fermat's little thm math number theory,18,21038
evenharder,21060,Adjacent Rooks,dp,20,21060
evenharder,21062,Cartesian MST,ds dsu graph mst,18,21062
evenharder,21068,Interesting Scoring Systems,case work,13,21068
evenharder,21070,Königsberg Bridges,graph traversal tree articulation points and bridges biconnected component tree diameter,19,21070
evenharder,21071,Long Grid Covering,math dp exponentiation by squaring,20,21071
evenharder,21134,Ant Typing,bruteforce,12,21134
evenharder,21394,숫자 카드,impl greedy,5,21394
evenharder,21395,연속한 소수 만들기,bruteforce greedy math number theory primality test,10,21395
evenharder,21396,이진수 더하기,ds binary search set bitmask hashset,9,21396
evenharder,21397,긴 수,math,14,21397
evenharder,21398,동생에게 져주기,dp,16,21398
evenharder,21678,Треугольники,combinatorics geom math,11,21678
evenharder,21762,공통 부분 수열 확장,greedy prefix sum,17,21762
evenharder,21866,추첨을 통해 커피를 받자,impl,3,21866
evenharder,22351,수학은 체육과목 입니다 3,bruteforce impl string,7,22351
evenharder,22353,헤이카카오,math probability,10,22353
evenharder,22355,말뚝,ds segtree binary search ternary search,20,22355
evenharder,22356,"종이, 펜, 삼각형",math prefix sum fft,22,22356
evenharder,22359,흔한 타일 색칠 문제,impl constructive d&c recursion,19,22359
evenharder,22873,A+B와 쿼리,ds segtree lazyprop,19,22873
evenharder,22875,UCP-Clustering,ds dp geom,21,22875
evenharder,22877,가위바위보 버블 정렬,ad-hoc,19,22877
evenharder,22878,간단한 문제,math sorting,20,22878
evenharder,22880,봉화대,combinatorics dp math,14,22880
evenharder,22882,시험 문제 출제,binary search meet in the middle,20,22882
evenharder,22899,오렌지컵 출제하기,ds greedy sorting priority queue,14,22899
evenharder,22934,"You be The Judge, Again",impl,8,22934
evenharder,22973,점프 숨바꼭질,math,10,22973
evenharder,22974,2D 큐브,ad-hoc constructive impl,18,22974
evenharder,22975,도시 계획,dp geom sorting,19,22975
evenharder,22976,계산 최적화,ds segtree,18,22976
evenharder,22978,압축 프로그램,ad-hoc bitmask constructive,20,22978
evenharder,22980,테스트케이스 만들기,bitmask constructive,18,22980
evenharder,22999,K-Goodness String,impl string,4,22999
