SOLVER_HANDLE,PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_LVL,HASH_ID
evenharder,1654,랜선 자르기,binary search parametric search,9,1654
evenharder,1657,두부장수 장홍준,dp bitmask bitfield dp,18,1657
evenharder,1662,압축,ds stack recursion,12,1662
evenharder,1671,상어의 저녁식사,bipartite matching,18,1671
evenharder,1676,팩토리얼 0의 개수,math,6,1676
evenharder,1687,행렬 찾기,bruteforce prefix sum,13,1687
evenharder,1689,겹치는 선분,greedy sorting sweeping,12,1689
evenharder,1691,석판,dp,15,1691
evenharder,1693,트리 색칠하기,dp tree tree dp,19,1693
evenharder,1697,숨바꼭질,graph traversal bfs,10,1697
evenharder,1699,제곱수의 합,math dp,9,1699
evenharder,1701,Cubeditor,string kmp,14,1701
evenharder,1706,크로스워드,impl string sorting parsing,9,1706
evenharder,1707,이분 그래프,graph traversal bfs dfs bipartite graph,12,1707
evenharder,1708,볼록 껍질,geom convex hull angle sorting,16,1708
evenharder,1712,손익분기점,math arithmetic,4,1712
evenharder,1715,카드 정렬하기,ds greedy priority queue,12,1715
evenharder,1717,집합의 표현,ds dsu,11,1717
evenharder,1719,택배,graph shortest path dijkstra's floyd–warshall,13,1719
evenharder,1720,타일 코드,math dp combinatorics,12,1720
evenharder,1722,순열의 순서,math impl combinatorics,11,1722
evenharder,1725,히스토그램,ds segtree d&c stack,16,1725
evenharder,1729,이차원 배열의 합,backtrack bruteforce,16,1729
evenharder,1731,추론,math arithmetic,4,1731
evenharder,1735,분수 합,math number theory euclidean algorithm,8,1735
evenharder,1744,수 묶기,greedy sorting case work,12,1744
evenharder,1747,소수&팰린드롬,math bruteforce number theory primality test eratosthenes,10,1747
evenharder,1748,수 이어 쓰기 1,math impl,7,1748
evenharder,1753,최단경로,graph shortest path dijkstra's,12,1753
evenharder,1756,피자 굽기,impl,11,1756
evenharder,1759,암호 만들기,math bruteforce combinatorics backtrack,11,1759
evenharder,1763,트리 색칠,dp ds greedy tree dsu priority queue,24,1763
evenharder,1764,듣보잡,ds string sorting set hashset,7,1764
evenharder,1780,종이의 개수,d&c recursion,9,1780
evenharder,1781,컵라면,ds greedy sorting priority queue,14,1781
evenharder,1783,병든 나이트,impl greedy case work,8,1783
evenharder,1786,찾기,string kmp,16,1786
evenharder,1789,수들의 합,math greedy,6,1789
evenharder,1792,공약수,math number theory prefix sum inclusion and exclusion harmonic number möbius inversion,21,1792
evenharder,1793,타일링,dp arbitrary precision / big integers,9,1793
evenharder,1806,부분합,prefix sum two-pointer,12,1806
evenharder,1822,차집합,ds sorting set hashset treeset,7,1822
evenharder,1846,장기,constructive,12,1846
evenharder,1849,순열,ds segtree binary search,17,1849
evenharder,1850,최대공약수,math number theory euclidean algorithm,10,1850
evenharder,1857,발레리노,bfs dijkstra's dp graph traversal shortest path,20,1857
evenharder,1865,웜홀,graph shortest path bellman-ford,13,1865
evenharder,1867,돌멩이 제거,bipartite matching,18,1867
evenharder,1868,보물찾기,dp graph greedy traversal tree tree dp,26,1868
evenharder,1874,스택 수열,ds stack,9,1874
evenharder,1890,점프,dp,10,1890
evenharder,1900,레슬러,greedy sorting,10,1900
evenharder,1902,špilja,binary search geom parametric search,14,1902
evenharder,1904,01타일,dp,8,1904
evenharder,1912,연속합,dp maximum subarray,9,1912
evenharder,1913,달팽이,impl,8,1913
evenharder,1914,하노이 탑,recursion arbitrary precision / big integers,11,1914
evenharder,1915,가장 큰 정사각형,dp,12,1915
evenharder,1916,최소비용 구하기,graph shortest path dijkstra's,11,1916
evenharder,1918,후위 표기식,ds stack,14,1918
evenharder,1920,수 찾기,ds sorting binary search set hashset,7,1920
evenharder,1922,네트워크 연결,graph mst,12,1922
evenharder,1924,2007년,math impl,5,1924
evenharder,1927,최소 힙,ds priority queue,9,1927
evenharder,1929,소수 구하기,math number theory primality test eratosthenes,8,1929
evenharder,1931,회의실 배정,greedy sorting,11,1931
evenharder,1932,정수 삼각형,dp,10,1932
evenharder,1934,최소공배수,math number theory euclidean algorithm,5,1934
evenharder,1935,후위 표기식2,ds stack,8,1935
evenharder,1937,욕심쟁이 판다,dp graph traversal dfs grid graph,13,1937
evenharder,1939,중량제한,graph ds traversal binary search bfs shortest path dijkstra's dsu,13,1939
evenharder,1942,디지털시계,math impl string simulation parsing,5,1942
evenharder,1947,선물 전달,math dp combinatorics,13,1947
evenharder,1948,임계경로,graph traversal dag topological sorting traceback,16,1948
evenharder,1952,달팽이2,math impl simulation,5,1952
evenharder,1960,행렬만들기,graph ds greedy sorting priority queue flow,14,1960
evenharder,1963,소수 경로,math graph traversal number theory bfs primality test eratosthenes,12,1963
evenharder,1965,상자넣기,dp lis,9,1965
evenharder,1966,프린터 큐,impl ds simulation queue,8,1966
evenharder,1967,트리의 지름,graph traversal tree dfs tree diameter,12,1967
evenharder,1970,건배,dp,16,1970
evenharder,1972,놀라운 문자열,impl ds string set hashset,8,1972
evenharder,1976,여행 가자,graph ds traversal dsu,12,1976
evenharder,1977,완전제곱수,math impl bruteforce,4,1977
evenharder,1978,소수 찾기,primality test number theory math,4,1978
evenharder,1981,배열에서 이동,graph traversal binary search bfs,16,1981
evenharder,1983,숫자 박스,dp,14,1983
evenharder,1987,알파벳,graph traversal dfs backtrack grid graph,12,1987
evenharder,1991,트리 순회,tree recursion,10,1991
evenharder,1992,쿼드트리,d&c recursion,10,1992
evenharder,2003,수들의 합 2,bruteforce prefix sum two-pointer,7,2003
evenharder,2004,조합 0의 개수,math number theory,9,2004
evenharder,2010,플러그,math arithmetic,3,2010
evenharder,2011,암호코드,dp,11,2011
evenharder,2012,등수 매기기,greedy sorting,8,2012
evenharder,2014,소수의 곱,math ds number theory set priority queue,15,2014
evenharder,2016,미팅 주선하기,impl bruteforce simulation,11,2016
